#name longitude/X latitude/Y height/Z yaw pitch roll
G0012357.JPG 41.5404901 -70.939202 3.58 89.93 -7.59 1.23
G0012358.JPG 41.540489 -70.9391416 3.5 90.12 -7.68 2.04
G0012359.JPG 41.540489 -70.9391416 3.5 90.12 -7.68 2.04
G0012360.JPG 41.5404876 -70.9390819 3.45 90.08 -6.98 1.16
G0012361.JPG 41.5404876 -70.9390819 3.45 90.08 -6.98 1.16
G0012362.JPG 41.5404854 -70.9390222 3.37 89.61 -7.32 1.02
G0012363.JPG 41.5404854 -70.9390222 3.37 89.61 -7.32 1.02
G0012364.JPG 41.5404837 -70.9389613 3.35 88.73 -6.36 0.35
G0012365.JPG 41.5404837 -70.9389613 3.35 88.73 -6.36 0.35
G0012366.JPG 41.5404833 -70.9388995 3.32 66.73 -10.11 6.21
G0012367.JPG 41.5404833 -70.9388995 3.32 66.73 -10.11 6.21
G0012368.JPG 41.5404811 -70.9388314 3.38 73.46 -4.97 2
G0012369.JPG 41.5404811 -70.9388314 3.38 73.46 -4.97 2
G0012370.JPG 41.5404801 -70.9387614 3.45 74.14 0.14 5.34
G0012371.JPG 41.5404801 -70.9387614 3.45 74.14 0.14 5.34
G0012372.JPG 41.5404833 -70.9386989 4.01 70.29 -4.87 0.3
G0012373.JPG 41.5404833 -70.9386989 4.01 70.29 -4.87 0.3
G0012374.JPG 41.5404941 -70.9386435 6.42 67.3 6.14 4.34
G0012375.JPG 41.5404941 -70.9386435 6.42 67.3 6.14 4.34
G0012376.JPG 41.540505 -70.9386022 7.74 68.02 12.8 0
G0012377.JPG 41.540505 -70.9386022 7.74 68.02 12.8 0
G0012378.JPG 41.5405195 -70.9385887 7.97 72.38 7.23 10.67
G0012379.JPG 41.5405195 -70.9385887 7.97 72.38 7.23 10.67
G0012380.JPG 41.5405277 -70.9385904 8.12 73.52 3.91 13.8
G0012381.JPG 41.5405277 -70.9385904 8.12 73.52 3.91 13.8
G0012382.JPG 41.5405239 -70.9386029 8.09 74.08 -0.16 12.78
G0012383.JPG 41.5405239 -70.9386029 8.09 74.08 -0.16 12.78
G0012384.JPG 41.5405082 -70.9386151 8 73.13 -3.83 10.23
G0012385.JPG 41.5405082 -70.9386151 8 73.13 -3.83 10.23
G0012386.JPG 41.5404858 -70.9386194 7.98 70.06 -5.89 5.09
G0012387.JPG 41.5404858 -70.9386194 7.98 70.06 -5.89 5.09
G0012388.JPG 41.5404638 -70.9386089 8.12 65.37 -1.7 -3.21
G0012389.JPG 41.5404638 -70.9386089 8.12 65.37 -1.7 -3.21
G0012390.JPG 41.5404532 -70.9385898 8.21 64.35 -1.34 -3.93
G0012391.JPG 41.5404532 -70.9385898 8.21 64.35 -1.34 -3.93
G0012392.JPG 41.5404574 -70.938567 8.28 69.01 6.72 -6.34
G0012393.JPG 41.5404574 -70.938567 8.28 69.01 6.72 -6.34
G0012394.JPG 41.5404778 -70.9385512 8.28 76.7 9.12 -3.18
G0012395.JPG 41.5404778 -70.9385512 8.28 76.7 9.12 -3.18
G0012396.JPG 41.5405118 -70.9385492 8.4 74.49 8.91 -0.54
G0012397.JPG 41.5405118 -70.9385492 8.4 74.49 8.91 -0.54
G0012398.JPG 41.5405511 -70.9385598 8.36 72.17 9.55 0.25
G0012399.JPG 41.5405511 -70.9385598 8.36 72.17 9.55 0.25
G0012400.JPG 41.5405931 -70.9385841 8.05 71.8 14.42 3.64
G0012401.JPG 41.5405931 -70.9385841 8.05 71.8 14.42 3.64
G0012402.JPG 41.5406347 -70.9386206 7.76 62.74 -15.02 25.43
G0012403.JPG 41.5406347 -70.9386206 7.76 62.74 -15.02 25.43
G0012404.JPG 41.5406538 -70.9386425 7.22 70.63 14.25 11.98
G0012405.JPG 41.5406538 -70.9386425 7.22 70.63 14.25 11.98
G0012406.JPG 41.5406558 -70.9386803 7.37 72.98 -13.29 8.88
G0012407.JPG 41.5406558 -70.9386803 7.37 72.98 -13.29 8.88
G0012408.JPG 41.5406457 -70.9386982 7.34 72.93 -2.04 5.74
G0012409.JPG 41.5406331 -70.9386995 7.56 77.32 1.23 4.33
G0012410.JPG 41.5406331 -70.9386995 7.56 77.32 1.23 4.33
G0012411.JPG 41.5406331 -70.9386995 7.56 77.32 1.23 4.33
G0012412.JPG 41.5406225 -70.9386947 7.87 106.62 -0.54 -0.39
G0012413.JPG 41.5406225 -70.9386947 7.87 106.62 -0.54 -0.39
G0012414.JPG 41.5406196 -70.938686 8.06 165.63 8.03 -9.81
G0012415.JPG 41.5406196 -70.938686 8.06 165.63 8.03 -9.81
G0012416.JPG 41.5406263 -70.9386642 8.2 216.75 -9.37 2.46
G0012417.JPG 41.5406263 -70.9386642 8.2 216.75 -9.37 2.46
